# Program:featureCounts v2.0.6; Command:"featureCounts" "-Q" "20" "-s" "2" "-p" "-a" "/storage/projects/QUO1015788/ref/REF_cds.gtf" "-T" "5" "-F" "SAF" "-o" "/storage/projects/QUO1015788/2209_6/2209_6_cds" "/storage/projects/QUO1015788/2209_6/2209_6.sam" 
Geneid	Chr	Start	End	Strand	Length	/storage/projects/QUO1015788/2209_6/2209_6.sam
PFLU_0503	OV986001.1	571506	573036	-	1531	1944
PFLU_0504	OV986001.1	573169	574384	+	1216	883
PFLU_0505	OV986001.1	574506	575367	-	862	2077
PFLU_0506	OV986001.1	575383	576199	-	817	1379
PFLU_0507	OV986001.1	576256	577792	-	1537	1564
PFLU_0508	OV986001.1	577958	578810	+	853	587
PFLU_0509	OV986001.1	578813	579833	+	1021	386
PFLU_0510	OV986001.1	579896	580292	-	397	85
PFLU_0511	OV986001.1	580578	581610	-	1033	944
PFLU_0512	OV986001.1	581718	582261	+	544	356
PFLU_0513	OV986001.1	582444	583059	+	616	298
PFLU_0514	OV986001.1	583055	584120	-	1066	621
PFLU_0515	OV986001.1	584183	585044	+	862	613
PFLU_0516	OV986001.1	585031	585502	+	472	382
PFLU_0517	OV986001.1	585517	586939	+	1423	3287
PFLU_0518	OV986001.1	586953	588855	+	1903	4138
PFLU_0519	OV986001.1	588854	589826	+	973	4473
PFLU_0520	OV986001.1	589920	590181	+	262	8249
PFLU_0521	OV986001.1	590193	591495	+	1303	12200
PFLU_0522	OV986001.1	591591	592767	+	1177	15791
PFLU_0523	OV986001.1	592763	593633	+	871	6278
PFLU_0524	OV986001.1	593927	595115	+	1189	2201
PFLU_0525	OV986001.1	595170	596460	+	1291	3455
PFLU_0526	OV986001.1	596599	598534	+	1936	217
PFLU_0527	OV986001.1	598642	600208	-	1567	349
PFLU_0528	OV986001.1	600207	601233	-	1027	739
PFLU_0530	OV986001.1	601928	604565	+	2638	16238
PFLU_0531	OV986001.1	604561	605317	+	757	1300
PFLU_0533	OV986001.1	605625	606048	+	424	32907
PFLU_0534	OV986001.1	606076	606307	+	232	11991
PFLU_0535	OV986001.1	606343	607237	+	895	112066
PFLU_0536	OV986001.1	607255	607702	+	448	25011
PFLU_0537	OV986001.1	607812	609210	+	1399	1639
PFLU_0538	OV986001.1	609306	611610	+	2305	2744
PFLU_0539	OV986001.1	611830	612754	+	925	757
PFLU_0540	OV986001.1	612746	613196	+	451	346
PFLU_0541	OV986001.1	613384	616675	+	3292	1876
PFLU_0542	OV986001.1	616833	619320	+	2488	1131
PFLU_0543	OV986001.1	619316	620210	+	895	421
PFLU_0545	OV986001.1	620777	621224	+	448	9455
PFLU_0546	OV986001.1	621419	622247	-	829	808
PFLU_0547	OV986001.1	622250	623465	-	1216	783
PFLU_0548	OV986001.1	623671	624562	-	892	178
PFLU_0549	OV986001.1	624715	626206	+	1492	261
PFLU_0550	OV986001.1	626317	627601	+	1285	170
PFLU_0551	OV986001.1	627975	629109	+	1135	521
PFLU_0553	OV986001.1	629310	630225	+	916	150
PFLU_0554	OV986001.1	630227	631505	+	1279	201
PFLU_0555	OV986001.1	631501	632377	+	877	183
PFLU_0556	OV986001.1	632373	633090	+	718	108
PFLU_0557	OV986001.1	633831	634599	+	769	1727
PFLU_0558	OV986001.1	634646	635567	+	922	1513
PFLU_0559	OV986001.1	635538	636657	-	1120	505
PFLU_0560	OV986001.1	636838	637411	-	574	20
PFLU_0561	OV986001.1	637433	638048	-	616	44
PFLU_0562	OV986001.1	638060	638735	-	676	19
PFLU_0563	OV986001.1	638731	639232	-	502	33
PFLU_0564	OV986001.1	639508	640006	+	499	13
PFLU_0565	OV986001.1	640011	640644	-	634	221
PFLU_0566	OV986001.1	640617	641229	+	613	18
PFLU_0567	OV986001.1	641618	643688	+	2071	1694
PFLU_0568	OV986001.1	643821	644352	-	532	1629
PFLU_0569	OV986001.1	644520	645411	+	892	77
PFLU_0570	OV986001.1	645516	646392	-	877	69
PFLU_0571	OV986001.1	646489	647278	+	790	126
PFLU_0572	OV986001.1	647349	647652	+	304	250
PFLU_0573	OV986001.1	647881	648895	+	1015	518
PFLU_0574	OV986001.1	649019	650288	-	1270	863
PFLU_0575	OV986001.1	650525	651470	+	946	11327
PFLU_0576	OV986001.1	651551	654779	+	3229	965
PFLU_0577	OV986001.1	654775	656701	+	1927	174
PFLU_0578	OV986001.1	656853	658554	-	1702	1137
PFLU_0579	OV986001.1	658670	658976	-	307	58
PFLU_0580	OV986001.1	658972	659506	-	535	140
PFLU_0581	OV986001.1	659511	660024	-	514	278
PFLU_0582	OV986001.1	660033	660336	-	304	188
PFLU_0583	OV986001.1	660481	661321	-	841	127
PFLU_0584	OV986001.1	661351	662050	-	700	76
PFLU_0585	OV986001.1	662100	662934	-	835	95
PFLU_0586	OV986001.1	662930	663998	-	1069	75
PFLU_0587	OV986001.1	663997	665506	-	1510	56
PFLU_0588	OV986001.1	665583	666849	-	1267	127
PFLU_0589	OV986001.1	667112	671729	+	4618	173
PFLU_0590	OV986001.1	671746	672757	-	1012	76
PFLU_0591	OV986001.1	672753	673701	-	949	206
PFLU_0592	OV986001.1	673697	674480	-	784	290
PFLU_0593	OV986001.1	674523	676632	-	2110	993
PFLU_0594	OV986001.1	676782	678165	-	1384	673
PFLU_0595	OV986001.1	678235	680311	-	2077	2721
PFLU_0596	OV986001.1	680389	680779	-	391	202
PFLU_0597	OV986001.1	680790	681273	-	484	1414
PFLU_0598	OV986001.1	681319	681715	-	397	2295
PFLU_0601	OV986001.1	682250	682532	+	283	104
PFLU_0602	OV986001.1	682651	683371	-	721	129
PFLU_0603	OV986001.1	683367	684573	-	1207	501
PFLU_0604	OV986001.1	684611	685958	+	1348	369
PFLU_0605	OV986001.1	685950	686577	+	628	175
PFLU_0606	OV986001.1	686576	687308	+	733	524
PFLU_0607	OV986001.1	687307	688945	+	1639	457
PFLU_0608	OV986001.1	689058	689961	+	904	95
PFLU_0609	OV986001.1	689957	690554	-	598	34
PFLU_0610	OV986001.1	690811	693640	-	2830	3366
PFLU_0611	OV986001.1	693697	694990	-	1294	2271
PFLU_0612	OV986001.1	695158	696766	-	1609	2671
PFLU_0613	OV986001.1	696847	697159	-	313	190
PFLU_0614	OV986001.1	697164	698178	-	1015	1585
PFLU_0615	OV986001.1	698363	699596	-	1234	1523
PFLU_0616	OV986001.1	699626	700505	-	880	383
PFLU_0617	OV986001.1	700799	702158	-	1360	6751
PFLU_0618	OV986001.1	702178	702640	-	463	1087
PFLU_0619	OV986001.1	702664	703120	-	457	1590
PFLU_0620	OV986001.1	703417	705379	-	1963	38
PFLU_0621	OV986001.1	705432	707103	-	1672	1218
PFLU_0623	OV986001.1	707401	708469	+	1069	1545
PFLU_0624	OV986001.1	708471	709008	+	538	698
PFLU_0625	OV986001.1	709202	709574	+	373	619
PFLU_0626	OV986001.1	709717	711631	+	1915	2152
PFLU_0627	OV986001.1	711705	712599	+	895	235
PFLU_0628	OV986001.1	712543	713881	-	1339	316
PFLU_0629	OV986001.1	714180	719079	+	4900	2430
PFLU_0630	OV986001.1	719156	719450	-	295	91
PFLU_0631	OV986001.1	719540	721871	+	2332	152
PFLU_0632	OV986001.1	722017	722323	+	307	230
PFLU_0633	OV986001.1	722319	723069	+	751	476
PFLU_0634	OV986001.1	723093	723696	+	604	95
PFLU_0635	OV986001.1	723741	724299	+	559	241
PFLU_0636	OV986001.1	724512	726468	+	1957	718
PFLU_0637	OV986001.1	726452	729191	-	2740	617
PFLU_0638	OV986001.1	729187	729631	-	445	355
PFLU_0639	OV986001.1	729703	730153	+	451	38
PFLU_0640	OV986001.1	730279	731068	+	790	1199
PFLU_0641	OV986001.1	731080	731350	-	271	65
PFLU_0642	OV986001.1	731353	732097	-	745	70
PFLU_0643	OV986001.1	732104	733001	-	898	96
PFLU_0644	OV986001.1	732993	733878	-	886	94
PFLU_0645	OV986001.1	733885	735157	-	1273	223
PFLU_0646	OV986001.1	735153	736347	-	1195	133
PFLU_0647	OV986001.1	736343	737561	-	1219	208
PFLU_0648	OV986001.1	737580	738522	-	943	208
PFLU_0649	OV986001.1	738864	739056	+	193	37
PFLU_0650	OV986001.1	739114	739531	+	418	24
PFLU_0651	OV986001.1	739751	741452	-	1702	297
PFLU_0652	OV986001.1	741620	743105	-	1486	50
PFLU_0653	OV986001.1	743408	744257	-	850	280
PFLU_0654	OV986001.1	744259	745603	-	1345	139
PFLU_0655	OV986001.1	745717	746995	+	1279	506
PFLU_0656	OV986001.1	747129	748029	+	901	941
PFLU_0657	OV986001.1	748174	748576	-	403	82
PFLU_0658	OV986001.1	748572	750774	-	2203	273
PFLU_0659	OV986001.1	750840	751221	-	382	126
PFLU_0660	OV986001.1	751368	751566	+	199	43
PFLU_0661	OV986001.1	751651	752845	+	1195	525
PFLU_0662	OV986001.1	752853	753036	-	184	222
PFLU_0663	OV986001.1	753182	754196	-	1015	354
PFLU_0664	OV986001.1	754220	754514	-	295	223
PFLU_0665	OV986001.1	754631	755558	+	928	117
PFLU_0666	OV986001.1	755694	756384	+	691	82
PFLU_0667	OV986001.1	756486	757440	-	955	1321
PFLU_0668	OV986001.1	757634	758726	+	1093	187
PFLU_0669	OV986001.1	758863	760222	-	1360	100
PFLU_0670	OV986001.1	760415	761102	-	688	826
PFLU_0671	OV986001.1	761151	761733	-	583	427
PFLU_0672	OV986001.1	761745	762405	-	661	642
PFLU_0673	OV986001.1	762492	763887	-	1396	366
PFLU_0674	OV986001.1	763975	764896	-	922	370
PFLU_0675	OV986001.1	765022	766372	+	1351	1762
PFLU_0676	OV986001.1	766411	767905	+	1495	1674
PFLU_0677	OV986001.1	773907	774567	+	661	385
PFLU_0678	OV986001.1	774553	775177	+	625	222
PFLU_0679	OV986001.1	775169	777473	+	2305	2181
PFLU_0680	OV986001.1	777645	780486	-	2842	6624
PFLU_0681	OV986001.1	780482	781190	-	709	1448
PFLU_0682	OV986001.1	781179	782457	-	1279	1280
PFLU_0683	OV986001.1	782605	783391	+	787	185
PFLU_0684	OV986001.1	783383	783836	+	454	65
PFLU_0685	OV986001.1	783957	784368	-	412	155
PFLU_0686	OV986001.1	784500	785145	+	646	338
PFLU_0687	OV986001.1	785141	785663	-	523	189
PFLU_0688	OV986001.1	785809	786979	-	1171	767
PFLU_0689	OV986001.1	787101	788802	-	1702	86
PFLU_0690	OV986001.1	788895	789216	-	322	16
PFLU_0691	OV986001.1	789341	790760	-	1420	161
PFLU_0692	OV986001.1	790945	792250	+	1306	277
PFLU_0693	OV986001.1	792321	793458	+	1138	1373
PFLU_0694	OV986001.1	793454	793952	+	499	427
PFLU_0695	OV986001.1	793993	795613	-	1621	144
PFLU_0696	OV986001.1	795624	796530	+	907	66
PFLU_0697	OV986001.1	796639	797863	+	1225	34
PFLU_0698	OV986001.1	797881	798988	+	1108	15
PFLU_0699	OV986001.1	799006	802153	+	3148	87
PFLU_0700	OV986001.1	802067	803504	-	1438	142
PFLU_0701	OV986001.1	803500	804175	-	676	46
PFLU_0702	OV986001.1	804520	805840	-	1321	16
PFLU_0703	OV986001.1	806063	806396	+	334	64
PFLU_0704	OV986001.1	806503	807820	+	1318	51
PFLU_0705	OV986001.1	807935	808745	-	811	340
PFLU_0706	OV986001.1	809019	810114	+	1096	767
PFLU_0707	OV986001.1	810268	812098	-	1831	1232
PFLU_0708	OV986001.1	812306	816632	+	4327	381
PFLU_0709	OV986001.1	816984	817536	-	553	67
PFLU_0710	OV986001.1	817799	818354	+	556	105
PFLU_0711	OV986001.1	818356	818515	+	160	6
PFLU_0712	OV986001.1	818501	818930	+	430	15
PFLU_0713	OV986001.1	818866	819385	+	520	7
PFLU_0714	OV986001.1	819381	820395	+	1015	58
PFLU_0715	OV986001.1	820391	821045	+	655	37
PFLU_0716	OV986001.1	821052	821316	+	265	7
PFLU_0717	OV986001.1	821326	822115	+	790	42
PFLU_0718	OV986001.1	822111	823209	+	1099	54
PFLU_0719	OV986001.1	823209	823560	-	352	17
PFLU_0720	OV986001.1	823571	823775	-	205	5
PFLU_0721	OV986001.1	823771	825913	-	2143	345
PFLU_0722	OV986001.1	825927	826320	-	394	45
PFLU_0723	OV986001.1	826321	826537	-	217	13
PFLU_0724	OV986001.1	826643	827219	-	577	176
PFLU_0725	OV986001.1	827218	827800	-	583	50
PFLU_0726	OV986001.1	827789	828605	-	817	52
PFLU_0727	OV986001.1	828589	829063	-	475	57
PFLU_0728	OV986001.1	829441	830359	-	919	26
PFLU_0729	OV986001.1	830660	831761	-	1102	1225
PFLU_0730	OV986001.1	831782	832367	-	586	1550
PFLU_0731	OV986001.1	832535	833138	-	604	13596
PFLU_0732	OV986001.1	833275	834217	-	943	5021
PFLU_0733	OV986001.1	834374	835226	-	853	7690
PFLU_0734	OV986001.1	835227	835845	-	619	1120
PFLU_0735	OV986001.1	835849	837574	-	1726	6178
PFLU_0737	OV986001.1	837756	839046	+	1291	1491
PFLU_0738	OV986001.1	839042	840125	+	1084	2520
PFLU_0739	OV986001.1	840125	840956	+	832	834
PFLU_0740	OV986001.1	840949	841705	+	757	1369
PFLU_0741	OV986001.1	841697	842492	+	796	2323
PFLU_0742	OV986001.1	842595	843123	+	529	1180
PFLU_0743	OV986001.1	843259	843598	-	340	68
PFLU_0744	OV986001.1	843619	844099	-	481	88
PFLU_0745	OV986001.1	844091	845363	-	1273	1480
PFLU_0746	OV986001.1	845349	846159	-	811	1182
PFLU_0747	OV986001.1	846155	847403	-	1249	1567
PFLU_0748	OV986001.1	847399	848182	-	784	1213
PFLU_0749	OV986001.1	848178	848601	-	424	342
PFLU_0750	OV986001.1	848593	850039	-	1447	1212
PFLU_0751	OV986001.1	850039	850969	-	931	1268
PFLU_0752	OV986001.1	850972	851932	-	961	1892
PFLU_0753	OV986001.1	852043	852259	-	217	55
PFLU_0754	OV986001.1	852255	853242	-	988	1429
PFLU_0755	OV986001.1	853451	854351	+	901	1130
PFLU_0756	OV986001.1	854365	855391	+	1027	2126
PFLU_0757	OV986001.1	855451	857548	-	2098	187
PFLU_0758	OV986001.1	857660	858815	-	1156	509
PFLU_0759	OV986001.1	858916	859675	+	760	520
PFLU_0760	OV986001.1	859811	860729	+	919	1728
PFLU_0761	OV986001.1	860738	862637	+	1900	4155
PFLU_0762	OV986001.1	862811	863711	-	901	377
PFLU_0763	OV986001.1	863711	865811	-	2101	1398
PFLU_0763A	OV986001.1	865890	866181	-	292	109
PFLU_0764	OV986001.1	866179	866665	+	487	1681
PFLU_0765	OV986001.1	867025	867304	-	280	2396
PFLU_0766	OV986001.1	867557	869096	+	1540	599
PFLU_0767	OV986001.1	869215	870154	+	940	2848
PFLU_0768	OV986001.1	870168	873000	+	2833	15170
PFLU_0769	OV986001.1	872992	873505	+	514	1065
PFLU_0770	OV986001.1	873497	873950	+	454	1328
PFLU_0771	OV986001.1	874131	875079	+	949	2153
PFLU_0772	OV986001.1	875032	875614	-	583	32
PFLU_0773	OV986001.1	875831	876293	+	463	25
PFLU_0774	OV986001.1	876289	876997	+	709	35
PFLU_0775	OV986001.1	877004	877535	+	532	12
PFLU_0776	OV986001.1	877557	877959	+	403	283
PFLU_0777	OV986001.1	878021	879131	+	1111	1044
PFLU_0778	OV986001.1	879117	879351	-	235	210
PFLU_0779	OV986001.1	879474	880500	-	1027	1571
PFLU_0780	OV986001.1	880649	881612	+	964	2749
PFLU_0781	OV986001.1	881608	882334	+	727	634
PFLU_0782	OV986001.1	882480	885045	+	2566	24598
PFLU_0783	OV986001.1	885907	887206	-	1300	1519
PFLU_0784	OV986001.1	887266	887440	-	175	135
PFLU_0785	OV986001.1	887494	888124	-	631	372
PFLU_0786	OV986001.1	888228	888918	+	691	244
PFLU_0787	OV986001.1	888993	889209	+	217	1823
PFLU_0788	OV986001.1	889205	889406	-	202	149
PFLU_0789	OV986001.1	889402	890026	-	625	418
PFLU_0790	OV986001.1	890022	890889	-	868	322
PFLU_0791	OV986001.1	890885	892037	-	1153	170
PFLU_0793	OV986001.1	892287	892710	+	424	851
PFLU_0794	OV986001.1	892746	894147	+	1402	1075
PFLU_0795	OV986001.1	894427	894733	+	307	679
PFLU_0796	OV986001.1	895747	896596	-	850	621
PFLU_0797	OV986001.1	896842	898993	+	2152	6101
PFLU_0798	OV986001.1	899054	899618	+	565	877
PFLU_0799	OV986001.1	899614	900451	+	838	655
PFLU_0800	OV986001.1	900681	902712	+	2032	117
PFLU_0801	OV986001.1	902841	903270	+	430	64
PFLU_0802	OV986001.1	903219	903996	-	778	722
PFLU_0803	OV986001.1	903998	904994	-	997	2819
PFLU_0804	OV986001.1	905287	908146	+	2860	1729
PFLU_0805	OV986001.1	908146	909067	+	922	464
PFLU_0806	OV986001.1	909075	910791	+	1717	1019
PFLU_0807	OV986001.1	910983	912525	+	1543	97
PFLU_0808	OV986001.1	912595	915121	-	2527	407
PFLU_0809	OV986001.1	915227	915497	+	271	0
PFLU_0810	OV986001.1	915654	917142	+	1489	603
PFLU_0811	OV986001.1	917183	918347	-	1165	1609
PFLU_0812	OV986001.1	918822	919980	-	1159	1685
PFLU_0813	OV986001.1	919976	920630	-	655	520
PFLU_0814	OV986001.1	920642	921536	-	895	1283
PFLU_0815	OV986001.1	921556	922273	-	718	962
PFLU_0816	OV986001.1	922604	924188	+	1585	3188
PFLU_0817	OV986001.1	924447	924693	+	247	218
PFLU_0818	OV986001.1	924791	925055	+	265	258
PFLU_0819	OV986001.1	925280	926252	-	973	797
PFLU_0820	OV986001.1	926251	927220	-	970	848
PFLU_0821	OV986001.1	927230	928148	-	919	626
PFLU_0822	OV986001.1	928152	929163	-	1012	823
PFLU_0823	OV986001.1	929238	930837	-	1600	1597
PFLU_0824	OV986001.1	930917	932315	-	1399	1702
PFLU_0825	OV986001.1	932485	934090	-	1606	987
PFLU_0826	OV986001.1	934394	936023	-	1630	4190
PFLU_0827	OV986001.1	936281	937883	-	1603	7180
PFLU_0828	OV986001.1	937973	938687	-	715	2277
PFLU_0829	OV986001.1	938891	940154	+	1264	1289
PFLU_0830	OV986001.1	940146	940707	+	562	4190
PFLU_0831	OV986001.1	940804	942529	+	1726	1480
PFLU_0832	OV986001.1	942653	943091	-	439	962
PFLU_0833	OV986001.1	943238	943868	+	631	987
PFLU_0834	OV986001.1	943892	945248	+	1357	2312
PFLU_0835	OV986001.1	945326	946421	+	1096	1277
PFLU_0836	OV986001.1	946565	947561	-	997	695
PFLU_0837	OV986001.1	947706	948843	+	1138	485
PFLU_0838	OV986001.1	948948	949989	-	1042	3478
PFLU_0839	OV986001.1	950237	950666	+	430	10516
PFLU_0840	OV986001.1	950680	951073	+	394	14830
PFLU_0841	OV986001.1	951340	951934	+	595	14559
PFLU_0842	OV986001.1	951930	953145	+	1216	18806
PFLU_0843	OV986001.1	953144	953924	+	781	23556
PFLU_0844	OV986001.1	954073	954691	+	619	1852
PFLU_0845	OV986001.1	954708	955128	+	421	1796
PFLU_0846	OV986001.1	955285	956035	+	751	2755
PFLU_0848	OV986001.1	956440	957598	-	1159	682
PFLU_0849	OV986001.1	957842	958754	+	913	35
PFLU_0850	OV986001.1	958808	960254	+	1447	78
PFLU_0851	OV986001.1	960396	961761	+	1366	124
PFLU_0852	OV986001.1	961769	963326	+	1558	392
PFLU_0853	OV986001.1	963341	964046	-	706	56
PFLU_0854	OV986001.1	964042	964906	-	865	12
PFLU_0855	OV986001.1	964931	965531	-	601	19
PFLU_0856	OV986001.1	965839	966781	+	943	436
PFLU_0857	OV986001.1	966888	967272	-	385	445
PFLU_0858	OV986001.1	967268	968315	-	1048	732
PFLU_0859	OV986001.1	968373	968745	-	373	921
PFLU_0860	OV986001.1	968917	970363	-	1447	8089
PFLU_0861	OV986001.1	970373	971825	-	1453	7991
PFLU_0862	OV986001.1	971841	972129	-	289	436
PFLU_0863	OV986001.1	972339	973377	+	1039	5464
PFLU_0864	OV986001.1	973547	974591	+	1045	686
PFLU_0865	OV986001.1	974590	975079	+	490	311
PFLU_0866	OV986001.1	975130	975727	+	598	579
PFLU_0867	OV986001.1	975797	977255	+	1459	817
PFLU_0868	OV986001.1	977331	981147	+	3817	2412
PFLU_0869	OV986001.1	981195	982044	+	850	1493
PFLU_0870	OV986001.1	982060	983503	+	1444	2397
PFLU_0871	OV986001.1	983506	984166	+	661	378
PFLU_0872	OV986001.1	984166	985525	+	1360	972
PFLU_0873	OV986001.1	985678	986074	+	397	3
PFLU_0874	OV986001.1	986066	987443	+	1378	45
PFLU_0875	OV986001.1	987470	987899	+	430	34
PFLU_0876	OV986001.1	987900	988512	+	613	69
PFLU_0877	OV986001.1	988545	989439	+	895	39
PFLU_0878	OV986001.1	989475	989748	-	274	744
PFLU_0879	OV986001.1	989764	990622	-	859	4649
PFLU_0880	OV986001.1	990624	991089	-	466	4354
PFLU_0881	OV986001.1	991099	991405	-	307	5958
PFLU_0882	OV986001.1	991552	993046	-	1495	6862
PFLU_0883	OV986001.1	993231	993957	-	727	4413
PFLU_0884	OV986001.1	993956	994490	-	535	3840
PFLU_0885	OV986001.1	994476	995049	-	574	1786
PFLU_0886	OV986001.1	995057	995582	-	526	1114
PFLU_0887	OV986001.1	995582	996557	-	976	1614
PFLU_0888	OV986001.1	996879	997689	+	811	2168
PFLU_0889	OV986001.1	997688	998486	+	799	1984
PFLU_0890	OV986001.1	998485	998953	+	469	2857
PFLU_0891	OV986001.1	998964	999612	+	649	2516
PFLU_0892	OV986001.1	999608	999914	+	307	556
PFLU_0893	OV986001.1	1000028	1000268	+	241	1230
PFLU_0894	OV986001.1	1000291	1001557	+	1267	5958
PFLU_0895	OV986001.1	1001791	1002427	+	637	1973
PFLU_0896	OV986001.1	1002801	1004124	+	1324	1521
PFLU_0897	OV986001.1	1004127	1005180	+	1054	1893
PFLU_0898	OV986001.1	1005248	1006523	-	1276	1284
PFLU_0899	OV986001.1	1006525	1007164	-	640	710
PFLU_0900	OV986001.1	1007328	1007886	+	559	387
PFLU_0901	OV986001.1	1007889	1008357	+	469	237
PFLU_0902	OV986001.1	1008392	1008878	+	487	114
PFLU_0903	OV986001.1	1009008	1009296	+	289	493
PFLU_0904	OV986001.1	1009365	1010874	-	1510	3459
PFLU_0905	OV986001.1	1010874	1011066	-	193	514
PFLU_0906	OV986001.1	1011269	1011590	+	322	208
PFLU_0907	OV986001.1	1011598	1011841	-	244	3
PFLU_0908	OV986001.1	1012026	1012614	+	589	1134
PFLU_0909	OV986001.1	1012672	1012882	-	211	19
PFLU_0910	OV986001.1	1013064	1013322	+	259	525
PFLU_0912	OV986001.1	1013441	1014608	-	1168	1643
PFLU_0913	OV986001.1	1014738	1014921	+	184	88
PFLU_0914	OV986001.1	1014932	1015193	+	262	136
PFLU_0915	OV986001.1	1015229	1015850	+	622	243
PFLU_0916	OV986001.1	1015928	1018067	-	2140	55
PFLU_0917	OV986001.1	1018303	1019128	+	826	2410
PFLU_0918	OV986001.1	1019222	1019807	-	586	134
PFLU_0919	OV986001.1	1020067	1021066	-	1000	740
PFLU_0920	OV986001.1	1021096	1022062	-	967	675
PFLU_0921	OV986001.1	1022135	1022780	+	646	155
PFLU_0922	OV986001.1	1022911	1024594	+	1684	4485
PFLU_0923	OV986001.1	1024925	1026785	+	1861	4823
PFLU_0924	OV986001.1	1026813	1028178	+	1366	3384
PFLU_0925	OV986001.1	1028403	1031133	+	2731	1496
PFLU_0926	OV986001.1	1031145	1031727	-	583	115
PFLU_0927	OV986001.1	1031723	1033379	-	1657	349
PFLU_0928	OV986001.1	1033359	1034016	-	658	82
PFLU_0929	OV986001.1	1034000	1034591	-	592	109
PFLU_0930	OV986001.1	1034753	1035398	+	646	134
PFLU_0931	OV986001.1	1035596	1036370	+	775	1851
PFLU_0932	OV986001.1	1036431	1037013	-	583	423
PFLU_0933	OV986001.1	1037009	1037603	-	595	773
PFLU_0934	OV986001.1	1037641	1037758	+	118	10
PFLU_0935	OV986001.1	1037797	1037968	+	172	9
PFLU_0936	OV986001.1	1038066	1039878	-	1813	2184
PFLU_0937	OV986001.1	1040078	1040960	+	883	1278
PFLU_0938	OV986001.1	1041764	1042220	+	457	4765
PFLU_0939	OV986001.1	1042216	1043164	+	949	3187
PFLU_0940	OV986001.1	1043160	1043454	+	295	586
PFLU_0941	OV986001.1	1043450	1045196	+	1747	4984
PFLU_0942	OV986001.1	1045195	1046659	+	1465	5462
PFLU_0943	OV986001.1	1046651	1048022	+	1372	2963
PFLU_0944	OV986001.1	1048021	1049104	+	1084	3131
PFLU_0945	OV986001.1	1049110	1050457	+	1348	2561
PFLU_0946	OV986001.1	1050453	1051677	+	1225	1925
PFLU_0947	OV986001.1	1051666	1052737	+	1072	2628
PFLU_0948	OV986001.1	1052729	1054175	+	1447	5722
PFLU_0949	OV986001.1	1054171	1055128	+	958	30904
PFLU_0950	OV986001.1	1055131	1056001	+	871	3018
PFLU_0951	OV986001.1	1056016	1057279	+	1264	5331
PFLU_0952	OV986001.1	1057345	1058551	+	1207	17451
PFLU_0953	OV986001.1	1058663	1059575	+	913	12402
PFLU_0954	OV986001.1	1059938	1060412	+	475	109
PFLU_0955	OV986001.1	1060476	1061409	+	934	228
PFLU_0956	OV986001.1	1061477	1062971	-	1495	326
PFLU_0957	OV986001.1	1063056	1064379	-	1324	996
PFLU_0958	OV986001.1	1064791	1066156	-	1366	304
PFLU_0959	OV986001.1	1066145	1066838	-	694	202
PFLU_0960	OV986001.1	1066864	1069960	-	3097	163
PFLU_0961	OV986001.1	1069956	1071123	-	1168	38
PFLU_0962	OV986001.1	1071337	1071571	+	235	238
PFLU_0963	OV986001.1	1071735	1072506	+	772	43
PFLU_0964	OV986001.1	1072540	1073284	-	745	128
PFLU_0965	OV986001.1	1073392	1073875	-	484	19
PFLU_0966	OV986001.1	1073878	1074781	-	904	280
PFLU_0968	OV986001.1	1074989	1075964	-	976	609
PFLU_0969	OV986001.1	1076100	1077069	-	970	1727
PFLU_0970	OV986001.1	1077191	1078763	+	1573	278
PFLU_0971	OV986001.1	1078770	1080951	+	2182	102
PFLU_0972	OV986001.1	1080940	1081141	+	202	3
PFLU_0973	OV986001.1	1081151	1082015	+	865	191
PFLU_0974	OV986001.1	1082427	1082829	-	403	139
PFLU_0975	OV986001.1	1082913	1083726	-	814	646
PFLU_0976	OV986001.1	1083740	1084205	-	466	254
PFLU_0977	OV986001.1	1084382	1084796	+	415	65
PFLU_0978	OV986001.1	1085033	1085528	+	496	102
PFLU_0979	OV986001.1	1085615	1087067	-	1453	869
PFLU_0980	OV986001.1	1087238	1087892	-	655	273
PFLU_0981	OV986001.1	1087908	1089093	-	1186	70
PFLU_0982	OV986001.1	1089104	1090637	-	1534	83
PFLU_0983	OV986001.1	1090792	1091914	-	1123	167
PFLU_0984	OV986001.1	1091910	1093368	-	1459	89
PFLU_0985	OV986001.1	1093370	1094960	-	1591	74
PFLU_0986	OV986001.1	1094959	1096447	-	1489	92
PFLU_0987	OV986001.1	1096443	1097823	-	1381	70
PFLU_0988	OV986001.1	1097993	1099160	-	1168	99
PFLU_0989	OV986001.1	1099197	1100688	-	1492	32
PFLU_0990	OV986001.1	1100762	1102079	-	1318	81
PFLU_0992	OV986001.1	1102915	1103695	-	781	466
PFLU_0993	OV986001.1	1103814	1104939	+	1126	581
PFLU_0994	OV986001.1	1105278	1106673	+	1396	6451
PFLU_0995	OV986001.1	1106761	1107235	+	475	738
PFLU_0996	OV986001.1	1107231	1107474	+	244	183
PFLU_0997	OV986001.1	1107476	1107926	+	451	470
PFLU_0998	OV986001.1	1108073	1109297	-	1225	2038
PFLU_0999	OV986001.1	1109639	1110296	-	658	1228
PFLU_1000	OV986001.1	1110640	1111672	+	1033	7100
PFLU_1001	OV986001.1	1111744	1112926	+	1183	500
PFLU_1002	OV986001.1	1112936	1114034	+	1099	548
PFLU_1003	OV986001.1	1114045	1114810	+	766	943
