Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	RefSeq
A0AA35I3C1	unreviewed	A0AA35I3C1_PSEFS	Succinylglutamate desuccinylase (EC 3.5.1.96)	astE PFLU_4751	Pseudomonas fluorescens (strain SBW25)	334	WP_015885471.1;
A0AA35I3J6	unreviewed	A0AA35I3J6_PSEFS	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk PFLU_5061	Pseudomonas fluorescens (strain SBW25)	141	WP_003175956.1;
A0AA35I3L4	unreviewed	A0AA35I3L4_PSEFS	Phosphoglycerate kinase (EC 2.7.2.3)	pgk PFLU_5705	Pseudomonas fluorescens (strain SBW25)	387	WP_015886293.1;
A0AA35I3M0	unreviewed	A0AA35I3M0_PSEFS	Holliday junction branch migration complex subunit RuvB (EC 3.6.4.-)	ruvB PFLU_4913	Pseudomonas fluorescens (strain SBW25)	352	WP_015885611.1;
A0AA35I3M4	unreviewed	A0AA35I3M4_PSEFS	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	metK PFLU_5709	Pseudomonas fluorescens (strain SBW25)	396	WP_015886297.1;
A0AA35I3M5	unreviewed	A0AA35I3M5_PSEFS	Adenosylhomocysteinase (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase) (AdoHcyase)	ahcY PFLU_5720	Pseudomonas fluorescens (strain SBW25)	469	WP_015886307.1;
A0AA35I3P1	unreviewed	A0AA35I3P1_PSEFS	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	panB PFLU_5241	Pseudomonas fluorescens (strain SBW25)	266	WP_015885907.1;
A0AA35I3Q6	unreviewed	A0AA35I3Q6_PSEFS	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	trmB PFLU_5772	Pseudomonas fluorescens (strain SBW25)	241	WP_015886352.1;
A0AA35I3W8	unreviewed	A0AA35I3W8_PSEFS	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC PFLU_5242	Pseudomonas fluorescens (strain SBW25)	283	WP_015885908.1;
A0AA35I437	unreviewed	A0AA35I437_PSEFS	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE PFLU_5988	Pseudomonas fluorescens (strain SBW25)	214	WP_003195489.1;
A0AA35I440	unreviewed	A0AA35I440_PSEFS	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB PFLU_5987	Pseudomonas fluorescens (strain SBW25)	301	WP_015886532.1;
A0AA35I492	unreviewed	A0AA35I492_PSEFS	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC PFLU_5533	Pseudomonas fluorescens (strain SBW25)	1399	WP_015886137.1;
A0AA35I496	unreviewed	A0AA35I496_PSEFS	Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	lipB PFLU_5417	Pseudomonas fluorescens (strain SBW25)	215	WP_015886060.1;
A0AA35I4A0	unreviewed	A0AA35I4A0_PSEFS	Pyridoxal kinase PdxY (PL kinase) (EC 2.7.1.35)	pdxY PFLU_6081	Pseudomonas fluorescens (strain SBW25)	290	WP_015886607.1;
A0AA35I4D6	unreviewed	A0AA35I4D6_PSEFS	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA PFLU_6120	Pseudomonas fluorescens (strain SBW25)	514	WP_003177064.1;
A0AA35I4G9	unreviewed	A0AA35I4G9_PSEFS	Homoserine O-succinyltransferase (HST) (EC 2.3.1.46) (Homoserine transsuccinylase) (HTS)	metXS PFLU_5766	Pseudomonas fluorescens (strain SBW25)	379	
A0AA35I4I6	unreviewed	A0AA35I4I6_PSEFS	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD PFLU_5797	Pseudomonas fluorescens (strain SBW25)	613	WP_003195159.1;
A0AA35I4I7	unreviewed	A0AA35I4I7_PSEFS	Betaine aldehyde dehydrogenase (BADH) (EC 1.2.1.8)	betB PFLU_5685	Pseudomonas fluorescens (strain SBW25)	490	WP_015886275.1;
A0AA35I4J6	unreviewed	A0AA35I4J6_PSEFS	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PFLU_5401	Pseudomonas fluorescens (strain SBW25)	427	WP_015886047.1;
A0AA35I4J9	unreviewed	A0AA35I4J9_PSEFS	Multifunctional CCA protein [Includes: CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl-transferase) (tRNA nucleotidyltransferase) (tRNA-NT); 2'-nucleotidase (EC 3.1.3.-); 2',3'-cyclic phosphodiesterase (EC 3.1.4.-); Phosphatase]	cca PFLU_5585	Pseudomonas fluorescens (strain SBW25)	409	WP_015886181.1;
A0AA35I4K9	unreviewed	A0AA35I4K9_PSEFS	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA PFLU_5416	Pseudomonas fluorescens (strain SBW25)	341	
A0AA35I4L4	unreviewed	A0AA35I4L4_PSEFS	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi PFLU_5243	Pseudomonas fluorescens (strain SBW25)	554	WP_015885909.1;
A0AA35I4M5	unreviewed	A0AA35I4M5_PSEFS	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM PFLU_5258	Pseudomonas fluorescens (strain SBW25)	445	WP_015885921.1;
A0AA35I4R3	unreviewed	A0AA35I4R3_PSEFS	Oxygen-dependent choline dehydrogenase (CDH) (CHD) (EC 1.1.99.1) (Betaine aldehyde dehydrogenase) (BADH) (EC 1.2.1.8)	betA PFLU_5686	Pseudomonas fluorescens (strain SBW25)	567	WP_015886276.1;
A0AA35I4S5	unreviewed	A0AA35I4S5_PSEFS	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	rpiA PFLU_5824	Pseudomonas fluorescens (strain SBW25)	223	WP_015886397.1;
A0AA35I518	unreviewed	A0AA35I518_PSEFS	Xanthine phosphoribosyltransferase (XPRTase) (EC 2.4.2.22)	xpt PFLU_5962	Pseudomonas fluorescens (strain SBW25)	190	WP_003195447.1;
A0AA35I5B1	unreviewed	A0AA35I5B1_PSEFS	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA PFLU_5815	Pseudomonas fluorescens (strain SBW25)	277	WP_015886389.1;
A0AA35I5K0	unreviewed	A0AA35I5K0_PSEFS	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	atpE PFLU_6123	Pseudomonas fluorescens (strain SBW25)	85	WP_002555987.1;
A0AA35I5M8	unreviewed	A0AA35I5M8_PSEFS	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut PFLU_5984	Pseudomonas fluorescens (strain SBW25)	151	WP_010207501.1;
A0AA35I5W7	unreviewed	A0AA35I5W7_PSEFS	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC PFLU_5934	Pseudomonas fluorescens (strain SBW25)	313	WP_015886492.1;
A0AA35I694	unreviewed	A0AA35I694_PSEFS	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD PFLU_6118	Pseudomonas fluorescens (strain SBW25)	458	WP_015886645.1;
A0AA35MWY0	unreviewed	A0AA35MWY0_PSEFS	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	aroB PFLU_0412	Pseudomonas fluorescens (strain SBW25)	366	WP_012721816.1;
A0AA35MWY9	unreviewed	A0AA35MWY9_PSEFS	Protein nucleotidyltransferase YdiU (EC 2.7.7.-) (Protein adenylyltransferase YdiU) (EC 2.7.7.108) (Protein uridylyltransferase YdiU) (EC 2.7.7.-)	ydiU selO PFLU_0444	Pseudomonas fluorescens (strain SBW25)	487	WP_012721845.1;
A0AA35MX90	unreviewed	A0AA35MX90_PSEFS	Ferrochelatase (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)	hemH PFLU_0756	Pseudomonas fluorescens (strain SBW25)	341	WP_012722128.1;
A0AA35MXE8	unreviewed	A0AA35MXE8_PSEFS	UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase)	lpxC PFLU_0953	Pseudomonas fluorescens (strain SBW25)	303	WP_003171886.1;
A0AA35MXG1	unreviewed	A0AA35MXG1_PSEFS	Chromosomal replication initiator protein DnaA	dnaA PFLU_0001	Pseudomonas fluorescens (strain SBW25)	501	WP_012721451.1;
A0AA35MXH5	unreviewed	A0AA35MXH5_PSEFS	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	rnc PFLU_1060	Pseudomonas fluorescens (strain SBW25)	229	WP_012722401.1;
A0AA35MXH6	unreviewed	A0AA35MXH6_PSEFS	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain]	psd PFLU_0505	Pseudomonas fluorescens (strain SBW25)	286	
A0AA35MXL9	unreviewed	A0AA35MXL9_PSEFS	Ribosomal RNA small subunit methyltransferase J (EC 2.1.1.242) (16S rRNA m2G1516 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase)	rsmJ PFLU_1248	Pseudomonas fluorescens (strain SBW25)	260	WP_012722574.1;
A0AA35MXU6	unreviewed	A0AA35MXU6_PSEFS	Ribosomal RNA large subunit methyltransferase M (EC 2.1.1.186) (23S rRNA (cytidine2498-2'-O)-methyltransferase) (23S rRNA 2'-O-ribose methyltransferase RlmM)	rlmM PFLU_1543	Pseudomonas fluorescens (strain SBW25)	358	WP_012722834.1;
A0AA35MXX8	unreviewed	A0AA35MXX8_PSEFS	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	murA PFLU_0894	Pseudomonas fluorescens (strain SBW25)	421	WP_012722249.1;
A0AA35MXY6	unreviewed	A0AA35MXY6_PSEFS	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH PFLU_0771	Pseudomonas fluorescens (strain SBW25)	315	WP_012722142.1;
A0AA35MXZ8	unreviewed	A0AA35MXZ8_PSEFS	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA PFLU_0519	Pseudomonas fluorescens (strain SBW25)	323	WP_012721914.1;
A0AA35MY55	unreviewed	A0AA35MY55_PSEFS	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC PFLU_1154	Pseudomonas fluorescens (strain SBW25)	348	WP_012722488.1;
A0AA35MY90	unreviewed	A0AA35MY90_PSEFS	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS PFLU_0768	Pseudomonas fluorescens (strain SBW25)	943	WP_012722139.1;
A0AA35MYI4	unreviewed	A0AA35MYI4_PSEFS	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	lepA PFLU_1058	Pseudomonas fluorescens (strain SBW25)	599	WP_003210439.1;
A0AA35MYK1	unreviewed	A0AA35MYK1_PSEFS	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9)	fabV PFLU_1621	Pseudomonas fluorescens (strain SBW25)	397	WP_012722908.1;
A0AA35MYQ6	unreviewed	A0AA35MYQ6_PSEFS	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr PFLU_1276	Pseudomonas fluorescens (strain SBW25)	396	
A0AA35MYS7	unreviewed	A0AA35MYS7_PSEFS	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA PFLU_1836	Pseudomonas fluorescens (strain SBW25)	171	WP_010211704.1;
A0AA35MYT4	unreviewed	A0AA35MYT4_PSEFS	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF PFLU_1851	Pseudomonas fluorescens (strain SBW25)	232	WP_012723118.1;
A0AA35MZU1	unreviewed	A0AA35MZU1_PSEFS	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX PFLU_3928	Pseudomonas fluorescens (strain SBW25)	427	WP_003238279.1;
A0AA35N004	unreviewed	A0AA35N004_PSEFS	D-ribose pyranase (EC 5.4.99.62)	rbsD PFLU_4155	Pseudomonas fluorescens (strain SBW25)	134	WP_015884940.1;
A0AA35N0N0	unreviewed	A0AA35N0N0_PSEFS	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC PFLU_4904	Pseudomonas fluorescens (strain SBW25)	224	WP_015885604.1;
A0AA35N0P1	unreviewed	A0AA35N0P1_PSEFS	NADH-quinone oxidoreductase subunit C/D (EC 7.1.1.-) (NADH dehydrogenase I subunit C/D) (NDH-1 subunit C/D)	nuoC nuoCD nuoD PFLU_3820	Pseudomonas fluorescens (strain SBW25)	594	WP_012724952.1;
A0AA35N0Q2	unreviewed	A0AA35N0Q2_PSEFS	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	tig PFLU_3930	Pseudomonas fluorescens (strain SBW25)	436	WP_015884724.1;
A0AA35N0R9	unreviewed	A0AA35N0R9_PSEFS	Phosphonoacetaldehyde hydrolase (Phosphonatase) (EC 3.11.1.1) (Phosphonoacetaldehyde phosphonohydrolase)	phnX PFLU_3912	Pseudomonas fluorescens (strain SBW25)	275	WP_015884708.1;
A0AA35N0W1	unreviewed	A0AA35N0W1_PSEFS	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	clpP PFLU_3929	Pseudomonas fluorescens (strain SBW25)	211	WP_015884723.1;
A0AA35N0Z8	unreviewed	A0AA35N0Z8_PSEFS	Chaperone protein DnaJ	dnaJ PFLU_5268	Pseudomonas fluorescens (strain SBW25)	374	WP_015885930.1;
A0AA35N162	unreviewed	A0AA35N162_PSEFS	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	nuoB PFLU_3819	Pseudomonas fluorescens (strain SBW25)	224	WP_012724951.1;
A0AA35N1A7	unreviewed	A0AA35N1A7_PSEFS	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA PFLU_4588	Pseudomonas fluorescens (strain SBW25)	785	WP_015885324.1;
A0AA35N1D9	unreviewed	A0AA35N1D9_PSEFS	4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.1.112) (EC 4.1.3.17) (Oxaloacetate decarboxylase)	PFLU_4617	Pseudomonas fluorescens (strain SBW25)	163	
A0AA35N1G2	unreviewed	A0AA35N1G2_PSEFS	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	coaD PFLU_5791	Pseudomonas fluorescens (strain SBW25)	159	WP_003176711.1;
A0AA35N1H2	unreviewed	A0AA35N1H2_PSEFS	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	pyrD PFLU_4603	Pseudomonas fluorescens (strain SBW25)	341	WP_015885338.1;
A0AA35N1M7	unreviewed	A0AA35N1M7_PSEFS	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	rph PFLU_5991	Pseudomonas fluorescens (strain SBW25)	240	WP_010207511.1;
A0AA35N1Z7	unreviewed	A0AA35N1Z7_PSEFS	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX PFLU_4707	Pseudomonas fluorescens (strain SBW25)	336	
A0AA35N208	unreviewed	A0AA35N208_PSEFS	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB PFLU_5267	Pseudomonas fluorescens (strain SBW25)	268	WP_015885929.1;
A0AA35N269	unreviewed	A0AA35N269_PSEFS	Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS)	aspS PFLU_4917	Pseudomonas fluorescens (strain SBW25)	591	WP_015885614.1;
A0AA35N294	unreviewed	A0AA35N294_PSEFS	Elongation factor Tu (EF-Tu) (EC 3.6.5.3)	tuf PFLU_5529	Pseudomonas fluorescens (strain SBW25)	397	WP_003176426.1;
A0AA35N2A4	unreviewed	A0AA35N2A4_PSEFS	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD PFLU_5559	Pseudomonas fluorescens (strain SBW25)	349	WP_015886156.1;
A0AA35N2B3	unreviewed	A0AA35N2B3_PSEFS	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	tsaD PFLU_5589	Pseudomonas fluorescens (strain SBW25)	341	WP_015886185.1;
A0AA35N2E9	unreviewed	A0AA35N2E9_PSEFS	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg PFLU_5793	Pseudomonas fluorescens (strain SBW25)	270	WP_015886368.1;
A0AA35N2K7	unreviewed	A0AA35N2K7_PSEFS	Biosynthetic peptidoglycan transglycosylase (EC 2.4.99.28) (Glycan polymerase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	mtgA PFLU_5776	Pseudomonas fluorescens (strain SBW25)	240	WP_015886356.1;
A0AA35N2L5	unreviewed	A0AA35N2L5_PSEFS	3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)	ubiD PFLU_5898	Pseudomonas fluorescens (strain SBW25)	488	WP_015886458.1;
A0AA35N2V1	unreviewed	A0AA35N2V1_PSEFS	Glycerol-3-phosphate acyltransferase (Acyl-PO4 G3P acyltransferase) (Acyl-phosphate--glycerol-3-phosphate acyltransferase) (G3P acyltransferase) (GPAT) (EC 2.3.1.275) (Lysophosphatidic acid synthase) (LPA synthase)	plsY PFLU_5588	Pseudomonas fluorescens (strain SBW25)	189	WP_015886184.1;
A0AA35N306	unreviewed	A0AA35N306_PSEFS	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB PFLU_5758	Pseudomonas fluorescens (strain SBW25)	334	WP_015886339.1;
A0AA35N312	unreviewed	A0AA35N312_PSEFS	Thiazole synthase (EC 2.8.1.10)	thiG PFLU_5773	Pseudomonas fluorescens (strain SBW25)	264	WP_015886353.1;
C3JXH1	unreviewed	C3JXH1_PSEFS	Transketolase (EC 2.2.1.1)	PFLU_3599	Pseudomonas fluorescens (strain SBW25)	687	
C3JXH7	unreviewed	C3JXH7_PSEFS	LexA repressor (EC 3.4.21.88)	lexA PFLU_3605	Pseudomonas fluorescens (strain SBW25)	202	
C3JXN5	unreviewed	C3JXN5_PSEFS	Alginate biosynthesis protein AlgA (EC 2.7.7.13) (EC 5.3.1.8)	PFLU_3664	Pseudomonas fluorescens (strain SBW25)	469	WP_012724811.1;
C3JXN8	unreviewed	C3JXN8_PSEFS	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase)	fcl PFLU_3667	Pseudomonas fluorescens (strain SBW25)	325	WP_012724814.1;
C3JXX3	unreviewed	C3JXX3_PSEFS	cytochrome-c oxidase (EC 7.1.1.9)	PFLU_4553	Pseudomonas fluorescens (strain SBW25)	474	
C3JXY1	unreviewed	C3JXY1_PSEFS	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	alaS PFLU_4748	Pseudomonas fluorescens (strain SBW25)	872	WP_015885468.1;
C3JXY3	unreviewed	C3JXY3_PSEFS	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	ribH PFLU_4750	Pseudomonas fluorescens (strain SBW25)	169	WP_015885470.1;
C3JXZ0	unreviewed	C3JXZ0_PSEFS	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD PFLU_4758	Pseudomonas fluorescens (strain SBW25)	406	WP_015885476.1;
C3JXZ8	unreviewed	C3JXZ8_PSEFS	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA PFLU_4766	Pseudomonas fluorescens (strain SBW25)	651	
C3JY25	unreviewed	C3JY25_PSEFS	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	murB PFLU_3768	Pseudomonas fluorescens (strain SBW25)	339	WP_012724906.1;
C3JY65	unreviewed	C3JY65_PSEFS	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	PFLU_3808	Pseudomonas fluorescens (strain SBW25)	418	
C3JY81	unreviewed	C3JY81_PSEFS	NADH-quinone oxidoreductase subunit A (EC 7.1.1.-) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)	nuoA PFLU_3818	Pseudomonas fluorescens (strain SBW25)	137	WP_003219575.1;
C3JY88	unreviewed	C3JY88_PSEFS	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	nuoI PFLU_3825	Pseudomonas fluorescens (strain SBW25)	182	WP_003174725.1;
C3JY93	unreviewed	C3JY93_PSEFS	NADH-quinone oxidoreductase subunit N (EC 7.1.1.-) (NADH dehydrogenase I subunit N) (NDH-1 subunit N)	nuoN PFLU_3830	Pseudomonas fluorescens (strain SBW25)	487	WP_012724956.1;
C3JYD4	unreviewed	C3JYD4_PSEFS	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	glnS PFLU_3872	Pseudomonas fluorescens (strain SBW25)	566	WP_012724993.1;
C3JYJ8	unreviewed	C3JYJ8_PSEFS	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)	lon PFLU_3927	Pseudomonas fluorescens (strain SBW25)	798	WP_015884722.1;
C3JYK2	unreviewed	C3JYK2_PSEFS	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD PFLU_3931	Pseudomonas fluorescens (strain SBW25)	284	WP_015884725.1;
C3JYM8	unreviewed	C3JYM8_PSEFS	FMN dependent NADH:quinone oxidoreductase (EC 1.6.5.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase) (FMN-dependent NADH-azoreductase) (EC 1.7.1.17)	azoR PFLU_4529	Pseudomonas fluorescens (strain SBW25)	199	WP_015885275.1;
C3JYN0	unreviewed	C3JYN0_PSEFS	Cbb3-type cytochrome c oxidase subunit	PFLU_4556	Pseudomonas fluorescens (strain SBW25)	315	
C3JYR9	unreviewed	C3JYR9_PSEFS	7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE)	queE PFLU_4905	Pseudomonas fluorescens (strain SBW25)	215	WP_015885605.1;
C3JYU5	unreviewed	C3JYU5_PSEFS	8-oxo-dGTP diphosphatase (EC 3.6.1.55) (7,8-dihydro-8-oxoguanine-triphosphatase) (Mutator protein MutT) (dGTP pyrophosphohydrolase)	PFLU_4931	Pseudomonas fluorescens (strain SBW25)	314	WP_015885625.1;
C3JYU6	unreviewed	C3JYU6_PSEFS	Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)]	argJ PFLU_4932	Pseudomonas fluorescens (strain SBW25)	405	WP_015885626.1;
C3JYU7	unreviewed	C3JYU7_PSEFS	Protein translocase subunit SecA (EC 7.4.2.8)	secA PFLU_4933	Pseudomonas fluorescens (strain SBW25)	907	
C3JYW2	unreviewed	C3JYW2_PSEFS	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	PFLU_3967	Pseudomonas fluorescens (strain SBW25)	459	
C3JYW3	unreviewed	C3JYW3_PSEFS	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	PFLU_3968	Pseudomonas fluorescens (strain SBW25)	339	WP_015884761.1;
C3JYZ9	unreviewed	C3JYZ9_PSEFS	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.43) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	arnT PFLU_4004	Pseudomonas fluorescens (strain SBW25)	551	WP_015884797.1;
C3JZ22	unreviewed	C3JZ22_PSEFS	cytochrome-c oxidase (EC 7.1.1.9)	PFLU_4558	Pseudomonas fluorescens (strain SBW25)	480	
C3JZ23	unreviewed	C3JZ23_PSEFS	Chromosome partition protein Smc	smc PFLU_4590	Pseudomonas fluorescens (strain SBW25)	1162	WP_015885326.1;
C3JZ70	unreviewed	C3JZ70_PSEFS	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	zwf PFLU_4838	Pseudomonas fluorescens (strain SBW25)	488	WP_015885549.1;
